Paulo Ganime	NOVO	RJ		dep.pauloganime@camara.leg.br
Paulo Guedes	PT	MG		dep.pauloguedes@camara.leg.br
Paulo Magalhães	PSD	BA		dep.paulomagalhaes@camara.leg.br
Paulo Pereira da Silva	SOLIDARIEDADE	SP		dep.paulopereiradasilva@camara.leg.br
Paulo Pimenta	PT	RS		dep.paulopimenta@camara.leg.br
Paulo Ramos	PDT	RJ		dep.pauloramos@camara.leg.br
Paulo Teixeira	PT	SP		dep.pauloteixeira@camara.leg.br
Pedro Augusto	PSD	RJ		dep.pedroaugusto@camara.leg.br
Pedro Augusto Bezerra	PTB	CE		dep.pedroaugustobezerra@camara.leg.br
Pedro Cunha Lima	PSDB	PB		dep.pedrocunhalima@camara.leg.br
Pedro Lucas Fernandes	PTB	MA		dep.pedrolucasfernandes@camara.leg.br
Pedro Lupion	DEM	PR		dep.pedrolupion@camara.leg.br
Pedro Uczai	PT	SC		dep.pedrouczai@camara.leg.br
Pedro Vilela	PSDB	AL		dep.pedrovilela@camara.leg.br
Pedro Westphalen	PP	RS		dep.pedrowestphalen@camara.leg.br
Perpétua Almeida	PCdoB	AC		dep.perpetuaalmeida@camara.leg.br
Pinheirinho	PP	MG		dep.pinheirinho@camara.leg.br
Policial Katia Sastre	PL	SP		dep.policialkatiasastre@camara.leg.br
Pompeo de Mattos	PDT	RS		dep.pompeodemattos@camara.leg.br
Pr. Marco Feliciano	REPUBLICANOS	SP		dep.pr.marcofeliciano@camara.leg.br
Professor Alcides	PP	GO		dep.professoralcides@camara.leg.br
Professor Israel Batista	PV	DF		dep.professorisraelbatista@camara.leg.br
Professor Joziel	PSL	RJ		dep.professorjoziel@camara.leg.br
Professora Dayane Pimentel	PSL	BA		dep.professoradayanepimentel@camara.leg.br
Professora Dorinha Seabra Rezende	DEM	TO		dep.professoradorinhaseabrarezende@camara.leg.br
Professora Marcivania	PCdoB	AP		dep.professoramarcivania@camara.leg.br
Professora Rosa Neide	PT	MT		dep.professorarosaneide@camara.leg.br
Rafael Motta	PSB	RN		dep.rafaelmotta@camara.leg.br
Raimundo Costa	PL	BA		dep.raimundocosta@camara.leg.br
Raul Henry	MDB	PE		dep.raulhenry@camara.leg.br
Reginaldo Lopes	PT	MG		dep.reginaldolopes@camara.leg.br
Reinhold Stephanes Junior	PSD	PR		dep.reinholdstephanesjunior@camara.leg.br
Rejane Dias	PT	PI		dep.rejanedias@camara.leg.br
Renata Abreu	PODE	SP		dep.renataabreu@camara.leg.br
Renildo Calheiros	PCdoB	PE		dep.renildocalheiros@camara.leg.br
Ricardo Barros	PP	PR		dep.ricardobarros@camara.leg.br
Ricardo da Karol	PSC	RJ		dep.ricardodakarol@camara.leg.br
Ricardo Guidi	PSD	SC		dep.ricardoguidi@camara.leg.br
Ricardo Izar	PP	SP		dep.ricardoizar@camara.leg.br
Ricardo Silva	PSB	SP		dep.ricardosilva@camara.leg.br
Ricardo Teobaldo	PODE	PE		dep.ricardoteobaldo@camara.leg.br
Robério Monteiro	PDT	CE		dep.roberiomonteiro@camara.leg.br
Roberto Alves	REPUBLICANOS	SP		dep.robertoalves@camara.leg.br
Roberto de Lucena	PODE	SP		dep.robertodelucena@camara.leg.br
Rodrigo Agostinho	PSB	SP		dep.rodrigoagostinho@camara.leg.br
Rodrigo Coelho	PSB	SC		dep.rodrigocoelho@camara.leg.br
Rodrigo de Castro	PSDB	MG		dep.rodrigodecastro@camara.leg.br
Rodrigo Maia	DEM	RJ		dep.rodrigomaia@camara.leg.br
Rogério Correia	PT	MG		dep.rogeriocorreia@camara.leg.br
Roman	PATRIOTA	PR		dep.roman@camara.leg.br
Ronaldo Carletto	PP	BA		dep.ronaldocarletto@camara.leg.br
Rosana Valle	PSB	SP		dep.rosanavalle@camara.leg.br
Rosangela Gomes	REPUBLICANOS	RJ		dep.rosangelagomes@camara.leg.br
Rose Modesto	PSDB	MS		dep.rosemodesto@camara.leg.br
Rubens Bueno	CIDADANIA	PR		dep.rubensbueno@camara.leg.br
Rubens Otoni	PT	GO		dep.rubensotoni@camara.leg.br
Rui Falcão	PT	SP		dep.ruifalcao@camara.leg.br
Ruy Carneiro	PSDB	PB		dep.ruycarneiro@camara.leg.br
Sâmia Bomfim	PSOL	SP		dep.samiabomfim@camara.leg.br
Samuel Moreira	PSDB	SP		dep.samuelmoreira@camara.leg.br
Sanderson	PSL	RS		dep.sanderson@camara.leg.br
Santini	PTB	RS		dep.santini@camara.leg.br
Sargento Fahur	PSD	PR		dep.sargentofahur@camara.leg.br
Schiavinato	PP	PR		dep.schiavinato@camara.leg.br
Sebastião Oliveira	AVANTE	PE		dep.sebastiaooliveira@camara.leg.br
Sérgio Brito	PSD	BA		dep.sergiobrito@camara.leg.br
Sergio Souza	MDB	PR		dep.sergiosouza@camara.leg.br
Sergio Toledo	PL	AL		dep.sergiotoledo@camara.leg.br
Severino Pessoa	REPUBLICANOS	AL		dep.severinopessoa@camara.leg.br
Shéridan	PSDB	RR		dep.sheridan@camara.leg.br
Sidney Leite	PSD	AM		dep.sidneyleite@camara.leg.br
Silas Câmara	REPUBLICANOS	AM		dep.silascamara@camara.leg.br
Silvia Cristina	PDT	RO		dep.silviacristina@camara.leg.br
Silvio Costa Filho	REPUBLICANOS	PE		dep.silviocostafilho@camara.leg.br
Soraya Santos	PL	RJ		dep.sorayasantos@camara.leg.br
Sóstenes Cavalcante	DEM	RJ		dep.sostenescavalcante@camara.leg.br
Stefano Aguiar	PSD	MG		dep.stefanoaguiar@camara.leg.br
Subtenente Gonzaga	PDT	MG		dep.subtenentegonzaga@camara.leg.br
Tabata Amaral	PDT	SP		dep.tabataamaral@camara.leg.br
Tadeu Alencar	PSB	PE		dep.tadeualencar@camara.leg.br
Talíria Petrone	PSOL	RJ		dep.taliriapetrone@camara.leg.br
Ted Conti	PSB	ES		dep.tedconti@camara.leg.br
Tereza Nelma	PSDB	AL		dep.terezanelma@camara.leg.br
Tiago Dimas	SOLIDARIEDADE	TO		dep.tiagodimas@camara.leg.br
Tiago Mitraud	NOVO	MG		dep.tiagomitraud@camara.leg.br
Tiririca	PL	SP		dep.tiririca@camara.leg.br
Tito	AVANTE	BA		dep.tito@camara.leg.br
Toninho Wandscheer	PROS	PR		dep.toninhowandscheer@camara.leg.br
Túlio Gadêlha	PDT	PE		dep.tuliogadelha@camara.leg.br
Uldurico Junior	PROS	BA		dep.ulduricojunior@camara.leg.br
Vaidon Oliveira	PROS	CE		dep.vaidonoliveira@camara.leg.br
Valdevan Noventa	PL	SE		dep.valdevannoventa@camara.leg.br
Valmir Assunção	PT	BA		dep.valmirassuncao@camara.leg.br
Vander Loubet	PT	MS		dep.vanderloubet@camara.leg.br
Vanderlei Macris	PSDB	SP		dep.vanderleimacris@camara.leg.br
Vavá Martins	REPUBLICANOS	PA		dep.vavamartins@camara.leg.br
Vermelho	PSD	PR		dep.vermelho@camara.leg.br
Vicentinho	PT	SP		dep.vicentinho@camara.leg.br
Vicentinho Júnior	PL	TO		dep.vicentinhojunior@camara.leg.br
Vilson da Fetaemg	PSB	MG		dep.vilsondafetaemg@camara.leg.br
Vinicius Carvalho	REPUBLICANOS	SP		dep.viniciuscarvalho@camara.leg.br
Vinicius Farah	MDB	RJ		dep.viniciusfarah@camara.leg.br
Vinicius Gurgel	PL	AP		dep.viniciusgurgel@camara.leg.br
Vinicius Poit	NOVO	SP		dep.viniciuspoit@camara.leg.br
Vitor Hugo	PSL	GO		dep.vitorhugo@camara.leg.br
Vitor Lippi	PSDB	SP		dep.vitorlippi@camara.leg.br
Vivi Reis	PSOL	PA		dep.vivireis@camara.leg.br
Waldenor Pereira	PT	BA		dep.waldenorpereira@camara.leg.br
Walter Alves	MDB	RN		dep.walteralves@camara.leg.br
Weliton Prado	PROS	MG		dep.welitonprado@camara.leg.br
Wellington Roberto	PL	PB		dep.wellingtonroberto@camara.leg.br
Wilson Santiago	PTB	PB		dep.wilsonsantiago@camara.leg.br
Wolney Queiroz	PDT	PE		dep.wolneyqueiroz@camara.leg.br
Zé Carlos	PT	MA		dep.zecarlos@camara.leg.br
Zé Neto	PT	BA		dep.zeneto@camara.leg.br
Zé Silva	SOLIDARIEDADE	MG		dep.zesilva@camara.leg.br
Zé Vitor	PL	MG		dep.zevitor@camara.leg.br
Zeca Dirceu	PT	PR		dep.zecadirceu@camara.leg.br
